Sr.No,Round,Institute,PG Program,Group,Category,Max GATE Score,Min GATE Score
6535,Round 3,"Guru Ghasidas Vishwavidyalaya, Bilaspur",Computer Science & Engineering,Group 1,OBC-NCL,353,316
6536,Round 3,"Guru Ghasidas Vishwavidyalaya, Bilaspur",Computer Science & Engineering,Group 1,OPEN,385,371
6537,Round 3,"Jawaharlal Nehru University, New Delhi",Computer Science & Engineering,Group 1,OBC-NCL,467,459
6538,Round 3,"International Institute of Information Technology, Bhubaneswar",Computer Science & Engineering,Group 1,OPEN,481,477
6539,Round 3,"International Institute of Information Technology, Bhubaneswar",Computer Science & Engineering,Group 1,SC,327,324
6540,Round 3,"International Institute of Information Technology, Bhubaneswar",Computer Science & Engineering,Group 1,ST,264,264
6541,Round 3,"Central Institute of Technology, Kokrajhar",Computer Science & Engineering,Group 1,OBC-NCL,337,337
6542,Round 3,"Central Institute of Technology, Kokrajhar",Computer Science & Engineering,Group 1,EWS,344,344
6543,Round 3,"Central Institute of Technology, Kokrajhar",Computer Science & Engineering,Group 1,OPEN,443,443
6544,Round 3,"International Institute of Information Technology, Naya Raipur",Computer Science & Engineering,Group 1,OPEN,493,493
6545,Round 3,"Punjab Engineering College, Chandigarh",Computer Science & Engineering,Group 1,EWS,460,460
6546,Round 3,"Punjab Engineering College, Chandigarh",Computer Science & Engineering,Group 1,OPEN,476,466
6547,Round 3,"Punjab Engineering College, Chandigarh",Computer Science & Engineering,Group 1,SC,354,354
6548,Round 3,"International Institute of Information Technology, Bhubaneswar",Computer Science & Engineering,Group 1,OBC-NCL,430,420
6549,Round 3,"International Institute of Information Technology, Bhubaneswar",Computer Science & Engineering,Group 1,EWS,431,417
6550,Round 3,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",Computer Science & Engineering,Group 1,SC,324,324
6551,Round 3,"Indian Institute of Information Technology, Pune",Computer Science & Engineering,Group 1,OBC-NCL,533,533
6552,Round 3,"Indian Institute of Information Technology, Pune",Computer Science & Engineering,Group 1,OPEN,560,555
6553,Round 3,Sant Longowal Institute of Engineering and Technology,Computer Science & Engineering,Group 1,OBC-NCL,335,331
6554,Round 3,Sant Longowal Institute of Engineering and Technology,Computer Science & Engineering,Group 1,OPEN,398,371
6555,Round 3,Sant Longowal Institute of Engineering and Technology,Computer Science & Engineering,Group 1,SC,285,264
6556,Special Round 1,National Institute of Technology Raipur,Medical Devices with a specialization in Critical Care and IVD,Group 2,OBC-NCL,350,319
6557,Special Round 1,National Institute of Technology Raipur,Medical Devices with a specialization in Critical Care and IVD,Group 2,OPEN,382,372
6558,Special Round 1,National Institute of Technology Raipur,Medical Devices with a specialization in Critical Care and IVD,Group 3,OPEN,383,383
6559,Special Round 1,National Institute of Technology Raipur,Medical Devices with a specialization in Critical Care and IVD,Group 2,SC,252,219
6560,Special Round 1,National Institute of Technology Raipur,Medical Devices with a specialization in Critical Care and IVD,Group 3,SC,194,194
6561,Special Round 1,National Institute of Technology Uttarakhand,Signal Processing and Communication System,Group 1,SC,251,251
6562,Special Round 1,National Institute of Technology Delhi,Civil and Infrastructure Engineering,Group 1,OBC-NCL,404,337
6563,Special Round 1,National Institute of Technology Delhi,Civil and Infrastructure Engineering,Group 1,OPEN,430,430
6564,Special Round 1,National Institute of Technology Delhi,Civil and Infrastructure Engineering,Group 1,SC,329,329
6565,Special Round 1,National Institute of Technology Patna,Intelligent Transport System,Group 1,SC,252,252
6566,Special Round 1,Malaviya National Institute of Technology Jaipur,Petrochemicals and Polymers Technology,Group 1,SC,220,220
6567,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Defence and Space Electronics),Group 1,OBC-NCL,342,342
6568,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Defence and Space Electronics),Group 1,OPEN,390,370
6569,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Defence and Space Electronics),Group 1,SC,286,252
6570,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Signal Processing and AI),Group 1,OBC-NCL,323,323
6571,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Signal Processing and AI),Group 1,OPEN,443,410
6572,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Signal Processing and AI),Group 1,SC,246,210
6573,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Semiconductor Chip Design),Group 1,OBC-NCL,385,355
6574,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Semiconductor Chip Design),Group 1,EWS,360,360
6575,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Semiconductor Chip Design),Group 1,OPEN,427,405
6576,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Semiconductor Chip Design),Group 1,SC,286,286
6577,Special Round 1,National Institute of Technology Durgapur,AI and Data Analytics in Process Engg,Group 1,OBC-NCL,499,489
6578,Special Round 1,National Institute of Technology Durgapur,AI and Data Analytics in Process Engg,Group 1,EWS,503,503
6579,Special Round 1,National Institute of Technology Durgapur,AI and Data Analytics in Process Engg,Group 1,OPEN,526,503
6580,Special Round 1,National Institute of Technology Durgapur,AI and Data Analytics in Process Engg,Group 1,SC,381,381
6581,Special Round 1,National Institute of Technology Durgapur,AI and Data Analytics in Process Engg,Group 1,ST,272,272
6582,Special Round 1,National Institute of Technology Durgapur,Robotics & Artificial Intelligence,Group 1,OBC-NCL,340,323
6583,Special Round 1,National Institute of Technology Durgapur,Robotics & Artificial Intelligence,Group 1,OPEN,365,350
6584,Special Round 1,National Institute of Technology Durgapur,Robotics & Artificial Intelligence,Group 1,SC,290,290
6585,Special Round 1,National Institute of Technology Durgapur,Sustainable Materials & Technology,Group 1,SC,252,252
6586,Special Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in RF and Microwave Engineering,Group 1,SC,276,276
6587,Special Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Autonomous Systems and Machine Intelligence,Group 1,OBC-NCL,423,401
6588,Special Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Autonomous Systems and Machine Intelligence,Group 1,EWS,417,417
6589,Special Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Autonomous Systems and Machine Intelligence,Group 1,OPEN,479,440
6590,Special Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Autonomous Systems and Machine Intelligence,Group 1,SC,298,289
6591,Special Round 1,"National Institute of Technology, Kurukshetra",Production & Industrial Systems Engineering,Group 1,OPEN,383,383
6592,Special Round 1,"National Institute of Technical Teachers Training & Research, Kolkata",Artificial Intelligence and Machine Learning with Pedagogy,Group 1,OPEN,418,373
6593,Special Round 1,"Indian Institute of Information Technology, Kota",Electronics and Communication Engineering with specialization in Semiconductor Technology,Group 1,OPEN,366,366
6594,Special Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Dual Degree Program M.Tech. (CSE) + Ph.D. in CSE,Group 1,OPEN,534,534
6595,Special Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Dual Degree Program M.Tech. (IT) + Ph.D. in IT,Group 1,OPEN,464,464
6596,Special Round 1,"National Institute of Technical Teacher’s Training and Research (NITTTR), Bhopal",M. Tech. in Computer Science and Engineering (Bigdata Analytics),Group 1,OPEN,473,360
6597,Special Round 1,"National Institute of Technical Teacher’s Training and Research (NITTTR), Bhopal",M. Tech. in Computer Science and Engineering (Bigdata Analytics),Group 1,ST,260,260
6598,Special Round 1,"National Institute of Technical Teacher’s Training and Research (NITTTR), Bhopal",M. Tech. in VLSI & Microelectronics,Group 1,OPEN,370,370
6599,Special Round 1,Maulana Azad National Institute of Technology Bhopal,M Plan (Real Estate Planning),Group 1,OPEN,395,395
6600,Special Round 1,Maulana Azad National Institute of Technology Bhopal,M Tech (Infrastructure Engineering and Construction Management),Group 1,OBC-NCL,337,337
6601,Special Round 1,Maulana Azad National Institute of Technology Bhopal,M Tech (Infrastructure Engineering and Construction Management),Group 1,SC,275,272
6602,Special Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Thermal Science and Energy Technology,Group 1,OPEN,402,402
6603,Special Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Mining and Mineral Engineering,Group 1,SC,231,231
6604,Special Round 1,"National Institute of Electronics and Information Technology, Calicut",Electronics Design technology,Group 1,OBC-NCL,335,335
6605,Special Round 1,"National Institute of Electronics and Information Technology, Calicut",Electronics Design technology,Group 1,OPEN,518,377
6606,Special Round 1,"National Institute of Electronics and Information Technology, Calicut",Electronics Design technology,Group 1,SC,339,272
6607,Special Round 1,"National Institute of Electronics and Information Technology, Calicut",Automotive Electronics,Group 1,OPEN,362,362
6608,Special Round 1,"National Institute of Electronics and Information Technology, Calicut",Automotive Electronics,Group 1,SC,259,259
6609,Special Round 1,NIELIT Deemed to be University- Ropar,Data Engineering,Group 2,EWS,321,321
6610,Special Round 1,NIELIT Deemed to be University- Ropar,Data Engineering,Group 2,OPEN,389,352
6611,Special Round 1,NIELIT Deemed to be University Agartala,Data Engineering,Group 2,OPEN,414,360
6612,Special Round 1,NIELIT Deemed to be University- Ropar,Cyber Forensics and Information Security,Group 2,OPEN,354,354
6613,Special Round 1,NIELIT Deemed to be University- Ropar,Cyber Forensics and Information Security,Group 2,SC,252,252
6614,Special Round 1,"National Institute of Electronics and Information Technology, Aurangabad",Embedded System and VLSI Design,Group 1,SC,261,261
6615,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,M.Tech. in Medical Diagnostics and Devices,Group 1,OBC-NCL,303,303
6616,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,M.Tech. in Medical Diagnostics and Devices,Group 1,OPEN,366,350
6617,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,M.Tech. in Medical Diagnostics and Devices,Group 1,SC,199,181
6618,Special Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Artificial Intelligence and Machine Learning,Group 1,ST,271,271
6619,Special Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Artificial Intelligence and Machine Learning,Group 1,OBC-NCL,456,443
6620,Special Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Artificial Intelligence and Machine Learning,Group 1,EWS,456,422
6621,Special Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Artificial Intelligence and Machine Learning,Group 1,OPEN,539,481
6622,Special Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Artificial Intelligence and Machine Learning,Group 1,SC,341,326
6623,Special Round 1,National Institute of Technology Uttarakhand,Artificial Intelligence and Machine Learning,Group 1,OBC-NCL,419,405
6624,Special Round 1,National Institute of Technology Uttarakhand,Artificial Intelligence and Machine Learning,Group 1,EWS,439,410
6625,Special Round 1,National Institute of Technology Uttarakhand,Artificial Intelligence and Machine Learning,Group 1,OPEN,489,446
6626,Special Round 1,National Institute of Technology Uttarakhand,Artificial Intelligence and Machine Learning,Group 1,SC,323,318
6627,Special Round 1,"Central University of Punjab, Bathinda, Punjab",Computer Science & Technology,Group 1,OBC-NCL,364,354
6628,Special Round 1,"Central University of Punjab, Bathinda, Punjab",Computer Science & Technology,Group 1,OPEN,406,366
6629,Special Round 1,"Central University of Punjab, Bathinda, Punjab",Computer Science & Technology,Group 1,SC,268,268
6630,Special Round 1,National Institute of Technology Agartala,Cyber Security,Group 1,OBC-NCL,398,390
6631,Special Round 1,National Institute of Technology Agartala,Cyber Security,Group 1,EWS,367,367
6632,Special Round 1,National Institute of Technology Agartala,Cyber Security,Group 1,OPEN,452,433
6633,Special Round 1,National Institute of Technology Agartala,Cyber Security,Group 1,SC,317,317
6634,Special Round 1,National Institute of Technology Patna,Cyber Security,Group 1,OBC-NCL,451,439
6635,Special Round 1,National Institute of Technology Patna,Cyber Security,Group 1,EWS,446,439
6636,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Cyber Security,Group 1,OPEN,485,473
6637,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Cyber Security,Group 1,SC,318,318
6638,Special Round 1,"Sardar Patel University of Police, Security and Criminal Justice Jodhpur",Cyber Security,Group 1,OPEN,402,352
6639,Special Round 1,"Sardar Patel University of Police, Security and Criminal Justice Jodhpur",Cyber Security,Group 1,SC,285,285
6640,Special Round 1,National Institute of Technology Patna,Cyber Security,Group 1,OPEN,503,468
6641,Special Round 1,National Institute of Technology Patna,Cyber Security,Group 1,SC,339,339
6642,Special Round 1,National Institute of Technology Patna,Cyber Security,Group 1,ST,244,244
6643,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Cyber Security,Group 1,OBC-NCL,431,393
6644,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Cyber Security,Group 1,EWS,390,390
6645,Special Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,Group 1,OBC-NCL,463,423
6646,Special Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,Group 1,OPEN,589,483
6647,Special Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,Group 1,SC,352,350
6648,Special Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,Group 1,ST,317,317
6649,Special Round 1,Indian Institute of Information Technology (IIIT) Surat,Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,Group 1,OBC-NCL,436,414
6650,Special Round 1,Indian Institute of Information Technology (IIIT) Surat,Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,Group 2,OBC-NCL,401,401
6651,Special Round 1,Indian Institute of Information Technology (IIIT) Surat,Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,Group 1,EWS,384,381
6652,Special Round 1,Indian Institute of Information Technology (IIIT) Surat,Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,Group 1,OPEN,476,436
6653,Special Round 1,Indian Institute of Information Technology (IIIT) Surat,Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,Group 2,OPEN,435,427
6654,Special Round 1,Indian Institute of Information Technology (IIIT) Surat,Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,Group 1,SC,323,321
6655,Special Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Artificial Intelligence,Group 1,EWS,485,483
6656,Special Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in Microelectronics and VLSI Systems,Group 1,EWS,375,342
6657,Special Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in Microelectronics and VLSI Systems,Group 1,OPEN,420,412
6658,Special Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in Microelectronics and VLSI Systems,Group 1,SC,320,303
6659,Special Round 1,University of Hyderabad,Artificial Intelligence,Group 1,EWS,377,370
6660,Special Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in Microelectronics and VLSI Systems,Group 1,ST,252,252
6661,Special Round 1,National Institute of Technology Andhra Pradesh,Advanced Communication Systems and Signal Processing,Group 1,OBC-NCL,340,340
6662,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Advanced Computing,Group 1,OBC-NCL,499,489
6663,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Advanced Computing,Group 1,EWS,468,468
6664,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Advanced Computing,Group 1,OPEN,560,523
6665,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Advanced Computing,Group 1,SC,390,352
6666,Special Round 1,"National Institute of Technology, Warangal",Automobile Engineering,Group 1,OBC-NCL,359,321
6667,Special Round 1,"National Institute of Technology, Warangal",Automobile Engineering,Group 1,EWS,318,318
6668,Special Round 1,"National Institute of Technology, Warangal",Automobile Engineering,Group 1,OPEN,411,383
6669,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Aerospace Engineering (Guided Missiles),Group 1,OBC-NCL,368,327
6670,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Aerospace Engineering (Guided Missiles),Group 1,EWS,376,376
6671,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Aerospace Engineering (Guided Missiles),Group 1,OPEN,421,400
6672,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Aerospace Engineering (Guided Missiles),Group 1,SC,245,231
6673,Special Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Artificial Intelligence,Group 1,OBC-NCL,518,485
6674,Special Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Artificial Intelligence,Group 1,OPEN,561,527
6675,Special Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Artificial Intelligence,Group 1,SC,389,357
6676,Special Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Artificial Intelligence,Group 1,ST,264,264
6677,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,Group 1,OBC-NCL,556,549
6678,Special Round 1,University of Hyderabad,Artificial Intelligence,Group 1,OPEN,530,452
6679,Special Round 1,NIELIT Deemed to be University- Ropar,Artificial Intelligence,Group 2,OBC-NCL,356,327
6680,Special Round 1,NIELIT Deemed to be University- Ropar,Artificial Intelligence,Group 2,EWS,338,338
6681,Special Round 1,NIELIT Deemed to be University- Ropar,Artificial Intelligence,Group 2,OPEN,417,360
6682,Special Round 1,NIELIT Deemed to be University- Ropar,Artificial Intelligence,Group 2,SC,285,260
6683,Special Round 1,"Indian Institute of Information Technology, Vadodara, Diu Campus",Artificial Intelligence,Group 1,SC,311,270
6684,Special Round 1,"National Institute of Electronics and Information Technology, Aurangabad",Artificial Intelligence,Group 2,OBC-NCL,377,319
6685,Special Round 1,"National Institute of Electronics and Information Technology, Aurangabad",Artificial Intelligence,Group 2,EWS,323,323
6686,Special Round 1,"National Institute of Electronics and Information Technology, Aurangabad",Artificial Intelligence,Group 2,OPEN,407,377
6687,Special Round 1,"National Institute of Electronics and Information Technology, Aurangabad",Artificial Intelligence,Group 2,SC,298,260
6688,Special Round 1,University of Hyderabad,Artificial Intelligence,Group 1,OBC-NCL,450,385
6689,Special Round 1,"Indian Institute of Information Technology, Vadodara, Gandhinagar Campus",Artificial Intelligence,Group 1,EWS,398,398
6690,Special Round 1,"Indian Institute of Information Technology, Vadodara, Gandhinagar Campus",Artificial Intelligence,Group 1,OPEN,536,473
6691,Special Round 1,"Indian Institute of Information Technology, Vadodara, Gandhinagar Campus",Artificial Intelligence,Group 1,SC,304,304
6692,Special Round 1,"Indian Institute of Information Technology, Vadodara, Diu Campus",Artificial Intelligence,Group 1,OBC-NCL,398,377
6693,Special Round 1,"Indian Institute of Information Technology, Vadodara, Diu Campus",Artificial Intelligence,Group 1,EWS,380,380
6694,Special Round 1,"Indian Institute of Information Technology, Vadodara, Diu Campus",Artificial Intelligence,Group 1,OPEN,439,423
6695,Special Round 1,"National Institute of Technology, Silchar",Artificial Intelligence,Group 1,OBC-NCL,493,459
6696,Special Round 1,"National Institute of Technology, Silchar",Artificial Intelligence,Group 1,OPEN,516,506
6697,Special Round 1,"National Institute of Technology, Silchar",Artificial Intelligence,Group 1,SC,370,339
6698,Special Round 1,"National Institute of Technology, Silchar",Artificial Intelligence,Group 1,ST,321,321
6699,Special Round 1,"Indian Institute of Information Technology, Vadodara, Gandhinagar Campus",Artificial Intelligence,Group 1,OBC-NCL,414,404
6700,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,Group 1,ST,301,301
6701,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,Group 2,ST,264,264
6702,Special Round 1,National Institute of Technology Agartala,Artificial Intelligence,Group 1,OBC-NCL,443,407
6703,Special Round 1,National Institute of Technology Agartala,Artificial Intelligence,Group 1,EWS,413,413
6704,Special Round 1,National Institute of Technology Agartala,Artificial Intelligence,Group 1,OPEN,496,448
6705,Special Round 1,National Institute of Technology Agartala,Artificial Intelligence,Group 1,SC,324,324
6706,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,Group 2,OBC-NCL,448,448
6707,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,Group 2,EWS,420,420
6708,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,Group 1,OPEN,612,585
6709,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,Group 2,OPEN,538,518
6710,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,Group 1,SC,407,393
6711,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,Group 2,SC,334,334
6712,Special Round 1,"National Institute of Technology, Rourkela",Atmosphere and Ocean Science,Group 1,OPEN,499,375
6713,Special Round 1,"National Institute of Technology, Rourkela",Atmosphere and Ocean Science,Group 1,SC,281,264
6714,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Automation and Robotics,Group 1,OBC-NCL,443,407
6715,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Automation and Robotics,Group 1,OBC-NCL,393,360
6716,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Automation and Robotics,Group 1,EWS,367,364
6717,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Automation and Robotics,Group 1,OPEN,510,398
6718,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Automation and Robotics,Group 1,SC,265,248
6719,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Automation and Robotics,Group 1,EWS,431,431
6720,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Automation and Robotics,Group 1,OPEN,523,448
6721,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Automation and Robotics,Group 1,SC,330,330
6722,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Automation and Robotics,Group 1,ST,273,273
6723,Special Round 1,"National Institute of Technology, Warangal",Advanced Communication Systems,Group 1,OBC-NCL,479,467
6724,Special Round 1,"National Institute of Technology, Warangal",Advanced Communication Systems,Group 1,EWS,483,483
6725,Special Round 1,"National Institute of Technology, Warangal",Advanced Communication Systems,Group 1,OPEN,647,491
6726,Special Round 1,"National Institute of Technology, Warangal",Advanced Communication Systems,Group 1,SC,327,323
6727,Special Round 1,"National Institute of Technology, Warangal",Advanced Communication Systems,Group 1,ST,291,291
6728,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Aerospace Engineering (UAVs),Group 1,OBC-NCL,355,355
6729,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Aerospace Engineering (UAVs),Group 1,OPEN,396,380
6730,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Aerospace Engineering (UAVs),Group 1,SC,342,342
6731,Special Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in Communication Systems,Group 1,OBC-NCL,338,330
6732,Special Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in Communication Systems,Group 1,OPEN,350,350
6733,Special Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in Communication Systems,Group 1,SC,335,276
6734,Special Round 1,National Institute of Technology Andhra Pradesh,Bioprocess Engineering,Group 1,OBC-NCL,311,304
6735,Special Round 1,National Institute of Technology Andhra Pradesh,Bioprocess Engineering,Group 1,OPEN,392,350
6736,Special Round 1,National Institute of Technology Calicut,M.Plan. (Urban Planning),Group 1,OBC-NCL,466,435
6737,Special Round 1,National Institute of Technology Calicut,M.Plan. (Urban Planning),Group 1,OPEN,575,497
6738,Special Round 1,National Institute of Technology Calicut,M.Plan. (Urban Planning),Group 1,SC,271,271
6739,Special Round 1,National Institute of Technology Patna,Master of Urban & Regional Planning,Group 1,OPEN,474,474
6740,Special Round 1,"National Institute of Technology, Rourkela",Master of Urban & Regional Planning,Group 1,OBC-NCL,294,294
6741,Special Round 1,"National Institute of Technology, Rourkela",Master of Urban & Regional Planning,Group 1,OPEN,564,384
6742,Special Round 1,"National Institute of Technology, Rourkela",Master of Urban & Regional Planning,Group 1,SC,232,175
6743,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Biomedical Engineering,Group 2,OPEN,376,370
6744,Special Round 1,"National Institute of Technology, Rourkela",Biomedical Engineering,Group 1,OBC-NCL,377,368
6745,Special Round 1,"National Institute of Technology, Rourkela",Biomedical Engineering,Group 1,OPEN,613,450
6746,Special Round 1,"National Institute of Technology, Rourkela",Biomedical Engineering,Group 1,SC,291,262
6747,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Biomedical Engineering,Group 1,OBC-NCL,304,304
6748,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Biomedical Engineering,Group 1,EWS,319,319
6749,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Biomedical Engineering,Group 1,OPEN,389,371
6750,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Biomedical Engineering,Group 1,SC,260,260
6751,Special Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Biomedical Engineering,Group 1,OPEN,546,366
6752,Special Round 1,National Institute of Technology Agartala,Biotechnology & Biochemical Engineering,Group 1,OBC-NCL,298,298
6753,Special Round 1,National Institute of Technology Agartala,Biotechnology & Biochemical Engineering,Group 1,OPEN,398,361
6754,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Bioinformatics,Group 1,OBC-NCL,324,311
6755,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Bioinformatics,Group 1,OPEN,409,407
6756,Special Round 1,University of Hyderabad,Bioinformatics,Group 1,OBC-NCL,350,350
6757,Special Round 1,University of Hyderabad,Bioinformatics,Group 1,EWS,330,330
6758,Special Round 1,University of Hyderabad,Bioinformatics,Group 1,OPEN,576,448
6759,Special Round 1,"National Institute of Technology, Kurukshetra",Computer Engineering (Cyber Security),Group 1,OBC-NCL,532,518
6760,Special Round 1,"National Institute of Technology, Kurukshetra",Computer Engineering (Cyber Security),Group 1,EWS,543,529
6761,Special Round 1,"National Institute of Technology, Kurukshetra",Computer Engineering (Cyber Security),Group 1,OPEN,584,556
6762,Special Round 1,"National Institute of Technology, Kurukshetra",Computer Engineering (Cyber Security),Group 1,SC,423,381
6763,Special Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Biotechnology,Group 1,OBC-NCL,311,304
